smiles,Ames,LD50_Zhu,hERG_Karim,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,SR-ARE,SR-HSE,SR-MMP,SR-p53
O=S(=O)(c1ccc(F)cc1)N1CCc2nc(OC3CCN(C4CCC4)CC3)ccc2C1,,,1.0,,,,,,,,
OC1c2ccc3ncccc3c2C2OC2C1O,0.0,,,,,,,,,,
COc1ccc(CCN2CCC(C(=O)c3ccc(Cl)cc3)CC2)cc1,,,1.0,,,,,,,,
CN(C)CNc1nnc(/C=C/c2ccc([N+](=O)[O-])o2)o1,1.0,,,,,,,,,,
Cn1c(SCCCN2CC[C@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3)C2)nnc1-c1ccncn1,,,1.0,,,,,,,,
CCOC(=O)N(CCC=O)N=O,1.0,,,,,,,,,,
C=C(NC(=O)C(=C)NC(=O)c1csc(C2=NC3c4csc(n4)C4NC(=O)c5csc(n5)C(C(C)(O)C(C)O)NC(=O)C5CSC(=N5)/C(=C\C)NC(=O)C(C(C)O)NC(=O)c5csc(n5)C3(CC2)NC(=O)C(C)NC(=O)C(=C)NC(=O)C(C)NC(=O)C(C(C)CC)NC2C=Cc3c(C(C)O)cc(nc3C2O)C(=O)OC4C)n1)C(N)=O,,,,0.0,,0.0,,,,,1.0
CCS(=O)(=O)Cc1ccccc1OC(=O)NC,,1.0,,,,,,,,,
CCNc1snc2ccccc12,0.0,,,,,,,,,,
Cc1ccc(N=Nc2c(O)c(C(=O)O)cc3ccccc23)cc1S(=O)(=O)O,0.0,,,,,,,,,,
CC(=O)OCc1ccc(N=Nc2ccc(COC(C)=O)cc2)cc1,1.0,,,,,,,,,,
Cc1ncoc1-c1nnc(SCCCN2CCC3(CCOc4ccccc43)C2)n1C,,,1.0,,,,,,,,
O=C1NCc2c(-c3ccccc3Cl)nc(N3CCOCC3)nc2N1c1c(Cl)cccc1Cl,,,1.0,,,,,,,,
COP(=S)(OC)SC(C)CSCC1CC2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl,,1.0,,,,,,,,,
CCOC(=O)C(C(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12)C(=O)OCC,,1.0,,,,,,,,,
CCOC(=O)c1ccc(N)cc1,,0.0,,,,,0.0,0.0,0.0,0.0,0.0
NCN,1.0,,,,,,,,,,
CCCc1nc(C(C)(C)O)c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,,,,0.0,,0.0,,,0.0,0.0
CCOc1cc2nnc(C(N)=O)c(Nc3cccc(Cl)c3Cl)c2cc1N1CCN(C)CC1,,,1.0,,,,,,,,
CC(=O)C1=NN2c3cc(F)ccc3OCC2C1(CCCN(C)C)c1ccccc1,,,1.0,,,,,,,,
COC(=O)c1ccccc1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CN1CCC(COCc2cc(C(F)(F)F)cc(C3(F)CC3)n2)(c2ccccc2)CC1,,,0.0,,,,,,,,
CNCC(=O)N1CCC(n2nc(C)c(Nc3ncc(Cl)c(-c4cnn5ccccc45)n3)c2C)CC1,,,0.0,,,,,,,,
CC(C)c1cc(C(F)(F)F)cc(COCC2(c3ccc(F)cc3)CCN(C)CC2)n1,,,0.0,,,,,,,,
O=[N+]([O-])c1ccc2cc3c(cc2c1)C(O)C(O)C=C3,1.0,,,,,,,,,,
CCC(C)c1nccnc1OC,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CC)Cc1csc(-c2cn(CC3CCOCC3)c3c(F)cccc23)n1,,,1.0,,,,,,,,
Cc1nc2ccccc2n1C1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCSCC1)c1cccc(F)c1,,,1.0,,,,,,,,
CCN(CC)Cc1ccc2c(c1)CC[C@H](N1CCN(CCC3CCCS3)CC1=O)C2,,,0.0,,,,,,,,
CCCCS(=O)(=O)NC1CCCCC1,,0.0,,,,,,,,,
CC1(C(=O)N2CC[C@@H](c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)cc4)c4c(N)nccn34)C2)COC1,,,1.0,,,,,,,,
COC(=O)c1ccc([N+](=O)[O-])o1,1.0,,,,,,,,,,
O=S(=O)([O-])CCN1CCN(CCO)CC1,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCCC[N+]1(C)[C@@H]2CC(OC(=O)[C@H](C[O-])c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,,,0.0,,,,,,,,
O=C(/C=C/c1ccc(CNCCc2c(-c3cccs3)[nH]c3ccccc23)cc1)NO,,,1.0,,,,,,,,
COc1ccncc1-c1nnc(SCCCN2CCc3ccc(-c4cc(C)on4)cc3CC2)n1C,,,1.0,,,,,,,,
NCC1CCCCO1,,0.0,,,,,,,,,
CC(Oc1cc(Cl)c(Cl)cc1Cl)C(=O)O,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
COc1ccc2c(c1)[C@@H]1C[C@]1(C(=O)N1C3CCC1CN(C)C3)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)CC(C)C)cc21,,,0.0,,,,,,,,
CCCOCCn1c(=O)c(N2CCN(C[C@@H](C)O)CC2)nc2cnc(-c3ccc(OC)nc3)cc21,,,1.0,,,,,,,,
Cc1nc(NS(=O)(=O)c2ccc(N)cc2)nc(C)c1Br,,,,0.0,0.0,0.0,0.0,,,0.0,0.0
COc1cc(OC)c2c(=O)c3c(O)ccc(OC)c3oc2c1,1.0,,,,,,,,,,
NC(Cc1ccc(O)c([N+](=O)[O-])c1)C(=O)O,0.0,,,,,,,,,,
CCCCNP(N)(N)=S,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
C=C(C)C(=O)OCC(O)CO,,,,,,,,0.0,0.0,,
NP(N)(=O)NC(=O)c1ccc(F)cc1,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
COP(=S)(OC)SCSc1ccccc1,,1.0,,,,,,,,,
C/C=C/C(=O)OC1CC2OC3C=C(C)C(=O)CC3(C)C1(C)C21CO1,0.0,,,,,,,,,,
Cc1cccc2nc(C)n(-c3ccc(OC4CCN(C5CCC5)CC4)cc3)c(=O)c12,,,0.0,,,,,,,,
CCOC(C1=NCC(C)(C)N1)c1ccccc1,,1.0,,,,,,,,,
COc1cc(C2OCC3C(c4cc(OC)c(OC)c(OC)c4)OCC23)cc(OC)c1OC,0.0,,,,,,,,,,
CCOC(=O)C=Cc1ccc(Cl)cc1,,0.0,,,,,,,,,
CC(C)C[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,,,,1.0,,1.0,0.0,,0.0,0.0,0.0
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](NC)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,,,0.0,,,,,,,,
Cc1cccc2c1N(C(=O)CSc1ncccc1Cl)CCC2,,,0.0,,,,,,,,
CC(Cl)=CCl,,0.0,,,,,,,,,
c1ccc2c3c([nH]c2c1)C(C1CCOCC1)NC(c1nc(C2CCCCC2)c[nH]1)C3,,,1.0,,,,,,,,
O=C1NCCc2[nH]c(-c3ccncc3)cc21,,,0.0,,,,,,,,
C[C@@H](CO)Oc1cc(Oc2ccc(C(=O)N3CCC3)cc2)cc(C(=O)Nc2cc[nH]n2)c1,,,0.0,,,,,,,,
CN(CCO)Cc1csc(-c2cn(CC3CCOCC3)c3c(Cl)cccc23)n1,,,1.0,,,,,,,,
[N-]=[N+]=NC(c1ccccc1)C(O)CO,1.0,,,,,,,,,,
CCc1ccc(S(=O)(=O)N[C@@H]2c3cc(NC(=O)c4cccc(OC)c4)ccc3C[C@@H]2O)cc1,,,1.0,,,,,,,,
ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nc1ccc2ccccc2c1S(=O)(=O)O,1.0,0.0,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
O=S(=O)([O-])c1cc(O)c(O)c(S(=O)(=O)[O-])c1,,,,0.0,0.0,0.0,0.0,,0.0,,0.0
NC(=O)[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,,,,0.0,0.0,0.0,0.0,,,0.0,0.0
CCC(CO)CC(C)C,,0.0,,,,,,,,,
COc1ccc([C@H](N[C@@H]2CC[C@@H](C(=O)N3CCC(C(=O)N4CCCC4)(c4ccccc4)CC3)C(C)(C)C2)C(F)(F)F)cc1,,,1.0,,,,,,,,
CC(C)COc1ccc2c(c1)[C@]1(COC(N)=N1)c1cc(-c3cncnc3)ccc1O2,,,1.0,,,,,,,,
CCCN1C(=O)CC2(CCN(CC3CCN(C(=O)OCC)CC3)CC2)c2cccnc21,,,1.0,,,,,,,,
CC(C)OC(C)C,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCn1nc(Cc2ccc(OC(F)(F)F)cc2)cc1C1CCN(CC2CN([C@@H](C(=O)O)C(C)(C)C)C[C@@H]2c2cccc(F)c2)CC1,,,1.0,,,,,,,,
CCSC(=O)N(CC)CC,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCNC,,,0.0,,,,,,,,
NC(CSC(F)(F)C(Br)Br)C(=O)O,1.0,,,,,,,,,,
CCCCc1ccc(Cl)cc1,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COc1c(O)cc2c(c1O)[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1OC2=O,,,,0.0,0.0,0.0,0.0,,,0.0,0.0
[Br][Ca][Br],,,,0.0,0.0,,0.0,0.0,0.0,,0.0
Cc1cc(C)c(C2=C(OC(=O)C(C)(C)C)c3ccccc3C2=O)c(C)c1,,0.0,,,,,,,,,
CN[C@H](COC)c1nc(N2CCOC[C@H]2C)c2ccc(-c3ccc(OC)c(CO)c3)nc2n1,,,0.0,,,,,,,,
CCN=C(NS(=O)(=O)c1cccc(Cl)c1)N1CC2(C=N1)CCNCC2,,,1.0,,,,,,,,
COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1,,,1.0,,,,,0.0,0.0,,
CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,,,0.0,,,,,,,,
CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN)c(I)c1,,,1.0,,,,,,,,
CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ncc(N2CCC(CN3CCC(Oc4ccc(CO)c(Cl)c4)CC3)CC2)cc1C(=O)O,,,0.0,,,,,,,,
CCN(CC)CCCc1cc(CCCOC)cc(CN(C(=O)[C@H]2CNCC[C@@]23OCc2cc(F)c(F)cc23)C2CC2)c1Cl,,,0.0,,,,,,,,
COc1ccccc1N1CCN(CC(O)COc2ccc(C(F)(F)F)cc2)CC1,,,1.0,,,,,,,,
O=C(NC1CCN(Cc2ccc(OCCCN3CCOCC3)c(F)c2)CC1)c1cc(=O)c2ccc(F)cc2o1,,,0.0,,,,,,,,
C[Si](C)(C)CCC(=O)O,,0.0,,,,,,,,,
CNC(CC#N)C1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2OC)C1,,,0.0,,,,,,,,
NC(=O)c1cccc(OC2CC3CCC(C2)N3CCc2ccccc2)c1,,,1.0,,,,,,,,
CN(CCC(=O)O)C1CCC2(Cc3ccccc3Cc3ccccc32)C1,,,0.0,,,,,,,,
CNCc1cc(F)ccc1Oc1ccc(Cl)c(Cl)c1,,,1.0,0.0,,,0.0,,0.0,,
C=CN1CCCC1=O,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CN1CCCC1c1cccnc1,0.0,1.0,0.0,,,,,,,,
CC1=NC(c2cccc(-c3cncc(Cl)c3)c2)(C2CC2)N=C1N,,,0.0,,,,,,,,
CN(C)C(=O)Nc1ccc(S(=O)(=O)NC2CCC([C@H](N)C(=O)N3CCCC3)CC2)cc1,,,0.0,,,,,,,,
Nc1ccc(S(=O)(=O)Nc2ccc(Cl)nn2)cc1,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCCCC(=O)O[C@]1(C(=O)CO)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,,,,,,,0.0,,0.0,1.0,0.0
O=C(C1CCN(c2cccc(C(F)(F)F)n2)CC1)N1CC[C@H](N[C@H]2CC[C@@](O)(c3ccc(-c4ncccn4)cn3)CC2)C1,,,0.0,,,,,,,,
O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0
O=[N+]([O-])c1ccc(S(=O)(=O)Cl)cc1,1.0,,,,,,,,,,
C#Cc1cnc(Nc2cnc(C#N)cn2)cc1NC[C@@H]1CNCCO1,,,1.0,,,,,,,,
CCCC(=O)OC(C(Cl)(Cl)Cl)P(=O)(OC)OC,,0.0,,,,,,,,,
Cc1ncoc1-c1nnc(SCCCN2CCC3(CCCc4cc(Br)ccc43)C2)n1C,,,1.0,,,,,,,,
NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1,,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0
OC1C=Cc2ccc3c(ccc4ccccc43)c2C1O,1.0,,,,,,,,,,
NC(=O)NO,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCC(=O)OCCc1ccccc1,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0
O=C(N[C@@H]1COc2cccc(-c3ccc(CO)nc3)c2C1)c1ccc(OCC(F)(F)F)nc1,,,0.0,,,,,,,,
Cc1ccc2c(-c3nnc(SCCCN4CCc5cc6nc(C(C)C)oc6cc5CC4)n3C)cccc2n1,,,1.0,,,,,,,,
O=C1CCC(=O)N1c1ccc(Cl)c(Cl)c1,0.0,,,,,,,,,,
CC(=O)NC1CC2CCC(C1)N2CCc1ccc(Oc2nc3ncccc3s2)cc1,,,1.0,,,,,,,,
COc1cc(OC2CCN(C)CC2)ccc1Nc1ncc2c(n1)n(C1CCCC1)c(=O)n2C,,,0.0,,,,,,,,
CCCN(CCCCO)N=O,1.0,,,,,,,,,,
C=S(=O)(NC)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,,,0.0,,,,,,,,
NS(=O)(=O)c1ccc(NC2=CC(=O)c3ccccc3C2=O)cc1,,,0.0,,,,,,,,
CC(C)(C)COc1ccc2c(c1)[C@]1(COC(N)=N1)c1cc(-c3cncnc3)ccc1O2,,,1.0,,,,,,,,
C[C@H]1N=C(N)O[C@H]1c1ccccc1,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
O=NN(CC(=O)O)CC1(O)OCC(O)C(O)C1O,0.0,,,,,,,,,,
[O-][n+]1ccc(CC(c2ccc(OC(F)F)c(OC3CC3)c2)c2cnc(C(O)(C(F)(F)F)C(F)(F)F)s2)cc1,,,0.0,,,,,,,,
O=C(CNC(=O)c1cccc(C(F)(F)F)c1)NC1CCN(C2CCC(O)(c3ccnnc3)CC2)C1,,,0.0,,,,,,,,
Nc1ccc(-c2ccc(N)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1,0.0,,,,,,,,,,
CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](Cc2ccccc2)N(C)C1=O,,,0.0,,,,,,,,
CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCCO)c(I)c(C(=O)NCC(O)CO)c1I,0.0,,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Cc1nc2ccccc2n1C1C[C@H]2CC[C@H](C1)N2CCC1(c2cccc(F)c2)CCN(C(=O)c2ccc(Cl)c(S(N)(=O)=O)c2)CC1,,,0.0,,,,,,,,
O=c1cc[nH]c(=S)[nH]1,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCCn1c(-c2ccccc2)cc(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1C,,,1.0,,,,,,,,
O=C(CCl)Nc1snc2cc(Cl)ccc12,1.0,,,,,,,,,,
CCSC(SCC)c1ccccc1OC(=O)NC,,1.0,,,,,,,,,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NC(C(=O)O)c1cc(=O)[nH]o1,,1.0,,,,,,,,,
O=C(Nc1ccc([N+](=O)[O-])cc1)c1csc([N+](=O)[O-])c1,1.0,,,,,,,,,,
CCOCCOc1ccc(Cl)cc1Cl,,0.0,,,,,,,,,
CCOC(C1=NCCCN1)c1ccccc1,,0.0,,,,,,,,,
Cc1cc(OCCN2CCOCC2)nn1-c1ccc(Cl)cc1Cl,,,0.0,,,,,,,,
Cn1c(SCCCN2CC[C@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3)C2)nnc1-c1cccc(-c2ncco2)c1,,,1.0,,,,,,,,
CN[C@@H]1Cc2ccccc2[C@@H](c2ccc(Cl)c(Cl)c2)C1,,,1.0,,,,,,,,
NC(=O)CN1CCN(Cc2nc(-c3cn(CC4CCOCC4)c4c(Cl)cccc34)no2)CC1,,,0.0,,,,,,,,
Cc1ccc2c(N3CCN(CCc4cccc5c4OCC(=O)N5C(F)F)CC3)cccc2n1,,,1.0,,,,,,,,
O=C(NC1CCNCC1)c1n[nH]cc1NC(=O)c1c(Cl)cccc1Cl,,,0.0,,,,,,,,
CC(=O)Nc1cccc(C2CCN(Cc3ccc(C(=O)c4nc5ccccc5n4-c4ccc(Cl)cc4)cc3)CC2)c1,,,1.0,,,,,,,,
CCCOC(C)=O,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCCCc1ccc(O)c(C(=O)Nc2cccc(C(F)(F)F)c2)c1,,0.0,,,,,,,,,
Cc1cccc(N2CCN(CCCCNC(=O)c3cc4ccccc4o3)CC2)c1,,,1.0,,,,,,,,
Cc1nc2cccnc2c(=O)n1-c1ccc(OC2CCN(C3CCC3)CC2)cc1,,,0.0,,,,,,,,
C=C1/C(=C/C=C2\CCCC3(C)C2CCC3C(C)CCC(O)C(C)C)CC(O)CC1O,0.0,,,,,,,,,,
CN(C)c1ccc(C=O)cc1,,,,0.0,0.0,1.0,0.0,1.0,0.0,,0.0
COCC(F)(F)COCc1ccc([C@@]2(O)CCNC[C@@H]2c2ccc(-c3ccccc3CCNC(C)=O)cc2C)cc1,,,1.0,,,,,,,,
C[C@@H]1c2nnn(-c3ncc(F)cn3)c2CCN1C(=O)c1cccc(C(F)(F)F)c1Cl,,,0.0,,,,,,,,
Cc1ccc(C(=O)c2ccc(CC(=O)N3CCN(C)CC3)n2C)cc1,,1.0,,,,,,,,,
CC(C)CC=O,0.0,0.0,,,,,,,,,
O=C(Cl)CCl,,1.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
O=S(=O)(O)c1ccc2c(N=Nc3ccccc3)c(O)ccc2c1,0.0,,,,,,,,,,
CNC(=O)Oc1ccccc1C1OCCO1,,1.0,,,0.0,0.0,0.0,0.0,0.0,,0.0
Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNC(C)=O,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cc1c(Cl)c(=O)oc2cc(OP(=O)(OCC(C)Cl)OCC(C)Cl)ccc12,,1.0,,,,,,,,,
C[C@]1(C(=O)O)CC[C@@](C)(c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c3c(N)nccn23)C1,,,0.0,,,,,,,,
CCCCC(O)CCOC(C)=O,,0.0,,,,,,,,,
COC(=O)C1=CC[C@@H]2CC[C@@H]1N2C,,,0.0,,,,,,,,
O=C1OC2(CCC(c3nc4ccc(OC(F)(F)F)cc4[nH]3)CC2)CN1c1ccc(F)cc1,,,1.0,,,,,,,,
Cc1nc(C)c(C)nc1C,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=C([C@H]1CNCC[C@@]12OCc1cc(F)c(F)cc12)N(Cc1ccnc2ccccc12)C1CC1,,,0.0,,,,,,,,
CCSc1nnc(CSP(=O)(OC)OC)s1,,1.0,,,,,,,,,
CCCCCCCCOc1ccccc1C(=O)Nc1ccc(C(=O)OCC[N+](C)(CC)CC)cc1,,,,0.0,0.0,0.0,0.0,,,,
Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=C(/C=C/c1ccc2c(c1)CN(C(=O)Cc1ccccc1)C2)NO,,,0.0,,,,,,,,
CCCCC(NC(=O)C1(N)CCCN(c2ncnc3[nH]ccc23)C1)c1ccc(Cl)cc1,,,1.0,,,,,,,,
O=CN(c1ncnc2c1ncn2CC1CC1)C1CC1,,1.0,,,,,,,,,
CC=CC(N)=O,,0.0,,,,,,,,,
O=C(OCCCOCCCOC(=O)c1ccccc1)c1ccccc1,,0.0,,,,,,,,,
CS(=O)(=O)OC(CCN1CCCCC1)(c1ccccc1)c1ccccc1,,0.0,,,,,,,,,
CCCN(CCC)C(=O)C(Cc1ccc(OCCN(CC)CC)cc1)NC(=O)c1ccccc1,,1.0,,,,,,,,,
COc1ccc2c(c1)OC(C)(C)C(c1ccccc1)C2c1ccc(OCCCCl)cc1,,1.0,,,,,,,,,
CN1CCCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,,1.0,,0.0,0.0,0.0,0.0,1.0,0.0,,
COc1ccc2sc(C(=O)Nc3nnn[n-]3)c(OC(C)C)c2c1,,,,0.0,1.0,,0.0,,0.0,,
c1ccc(CCCN2CCC(CNc3ncccn3)CC2)cc1,,,1.0,,,,,,,,
CNC(=O)ON=C(SCC(N)=O)C(C)(C)C,,1.0,,,,,,,,,
Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3cccc(OC(F)(F)F)c3)C2)n1C,,,1.0,,,,,,,,
CC1=CCc2c1cc(C)c1c2ccc2ccccc21,1.0,,,,,,,,,,
CC[C@H](NC(=O)c1cc(C(=O)N[C@H](C)c2ccc(F)cc2)n2c1COCC2)c1ncccn1,,,0.0,,,,,,,,
CCCOP(=S)(CCl)Sc1ccc(Cl)cc1,,1.0,,,,,,,,,
CNC(=O)Oc1cccc(N=CN(C)C)c1,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Cc1nc2ccc(Cl)cc2[nH]1,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=C([O-])c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)[O-])cc(=O)c34)cccc2o1,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
CN(CCN1CCN(c2cccc(Cl)c2)C1=O)CC12CCC(CC1)C2(C)C,,,1.0,,,,,,,,
O=C(O)C1CSC(c2ccccc2O)N1C(=O)CCS,0.0,0.0,,,,,,,,,
CC(C)COC(=O)c1ccccc1O,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O=C1OC2(c3cc(Br)c([O-])cc3Oc3c2cc(Br)c([O-])[c]3[Hg][OH])c2ccccc21,,,,0.0,0.0,0.0,0.0,,,,0.0
COc1cc2c(cc1OC)C(C(C(=O)N(CCc1ccc(OC)c(OC)c1OC)CCc1ccc(OC)c(OC)c1OC)c1ccccc1)=NCC2,,,,,0.0,0.0,0.0,0.0,0.0,,0.0
Cc1cccc(Nc2nc(N[C@@H]3COC[C@@H]3N)ncc2C(N)=O)c1,,,1.0,,,,,,,,
CC(C)C[C@H](CC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](C)c1ccccc1,,,0.0,,,,,,,,
CCCC(=O)c1ccccc1,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
CC1=Nc2ccccc2C1(C)C,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
CCOc1nc(F)cc2nc(S(=O)(=O)Nc3c(Cl)cccc3Cl)nn12,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
CC/C=C/CCO,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oc1ccc(O)c2c(O)cccc12,,,,1.0,0.0,0.0,0.0,,0.0,0.0,0.0
Cc1ccc(F)cc1COC1CCc2ccc(N3CCNCC3C)nc21,,,1.0,,,,,,,,
CCc1cc(NC(=O)c2ccccc2F)ccc1-c1nnc(NCCCN2CCCCC2)o1,,,1.0,,,,,,,,
COc1cc2nc3ccccc3c(O)c2cc1OC,1.0,,,,,,,,,,
CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](N=CN3CCCCCC3)[C@H]2SC1(C)C,,,,0.0,0.0,0.0,0.0,,,0.0,0.0
Cc1ccc2c(C)c3ccc4c(c3nc2c1)C=CC(O)C4O,1.0,,,,,,,,,,
Cc1cccc(N2CCN(CCNC(=O)c3cc(C(C)(C)C)n(C)c3C)CC2)c1C,,,0.0,,,,,,,,
COc1ccc([C@]2(O)CC[C@H](N3CC(NC(=O)CNC(=O)c4cccc(C(F)(F)F)c4)C3)CC2)cn1,,,0.0,,,,,,,,
CC[N+](CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,,,1.0,,,,,,,,
O=S(=O)(NCCN1CCN(c2nsc3ccccc23)CC1)c1ccc2ccccc2c1,,,0.0,,,,,,,,
CN(CCO[N+](=O)[O-])[N+](=O)[O-],1.0,,,,,,,,,,
CCN(CC)C(=O)c1ccc([C@H](c2cccc(NC(=O)OC)c2)N2CCN(Cc3cccnc3)CC2)cc1,,,0.0,,,,,,,,
C/C(=C(/CCO)SSCC1CCCO1)N(C=O)Cc1cnc(C)nc1N,,,,0.0,0.0,0.0,0.0,,,0.0,0.0
Oc1cccc2c1ccc1c3c4c(cccc4cc12)C=C3,1.0,,,,,,,,,,
CC(=O)N1CC2CC1CN2CCc1ccc(Oc2nc3ncccc3s2)cc1,,,0.0,,,,,,,,
O=C1CCCCC(=O)N1,,0.0,,,,,,,,,
O=C(c1ccco1)N1CCNCC1,,,,,,,,0.0,0.0,,
BrCc1ccc2c(c1)-c1cccc3cccc-2c13,1.0,,,,,,,,,,
COC(=O)Nc1nc2cc(O)ccc2[nH]1,0.0,,,,,,,,,,
CNC(=O)N(C)N=O,1.0,1.0,,,,,,,,,
CCOC(=O)C=CC(=O)O,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CCOC(=O)CCCCCCCCC(=O)OCC,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
c1ccc2c3c([nH]c2c1)CCCC3,,0.0,,,,,,,,,
CC(C)C[C@@H]([NH+](C)C)C1(c2ccc(Cl)cc2)CCC1,,,0.0,,,,,,,,
CC(C)(O)c1cnn2c(-c3ccc(F)c(-c4c(F)cccc4C#N)c3)cnc2n1,,,,,1.0,0.0,0.0,,0.0,1.0,0.0
Clc1ccc(-n2ncc3c2CCCC3=CCN2CCCCC2)cc1Cl,,,1.0,,,,,,,,
