smiles,Ames,LD50_Zhu,hERG_Karim,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,SR-ARE,SR-HSE,SR-MMP,SR-p53,CYP2C9_Veith,CYP2D6_Veith,CYP3A4_Veith,TC_TOX21_Aromatase_Inhibition,TC_TOX21_AhR_LUC_Agonist,TC_ATG_Ahr_CIS_up,TC_ATG_Ahr_CIS_dn
CSc1cccc(NC(=O)OC2CCCCCCCCCCC2)c1,,,,,,,,,,,,0.0,0.0,,,,,
CSc1cccc(NC(=O)c2ccc(Cl)nc2)c1,,,,,,,,,,,,,,0.0,,,,
CSc1cccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)c1,,,0.0,,,,,,,,,,,,,,,
CSc1ccccc1,,0.0,,,,,,,,,,,,,,,,
CSc1ccccc1C(=O)N(C1CCC1)C1CCNC1,,,0.0,,,,,,,,,,,,,,,
CSc1ccccc1C(=O)N(C1CCC1)[C@H]1CCNC1,,,0.0,,,,,,,,,,,,,,,
CSc1ccccc1C(=O)N(C1CCCC1)C1CCNC1,,,0.0,,,,,,,,,,,,,,,
CSc1ccccc1C(=O)N(C1CCCC1)[C@H]1CCNC1,,,0.0,,,,,,,,,,,,,,,
CSc1ccccc1C(=O)N(C1CCCCC1)C1CCNC1,,,1.0,,,,,,,,,,,,,,,
CSc1ccccc1C(=O)N(C1CCCCC1)[C@H]1CCNC1,,,1.0,,,,,,,,,,,,,,,
CSc1ccccc1C(=O)N(CC1CCC1)C1CCNC1,,,0.0,,,,,,,,,,,,,,,
CSc1ccccc1C(=O)N(CC1CCC1)[C@H]1CCNC1,,,0.0,,,,,,,,,,,,,,,
CSc1ccccc1C(=O)N(c1ccccc1)C1CCNC1,,,0.0,,,,,,,,,,,,,,,
CSc1ccccc1C(=O)N(c1ccccc1)[C@H]1CCNC1,,,0.0,,,,,,,,,,,,,,,
CSc1ccccc1N1CCN(C(=O)Nc2ccc3c(c2)NC(=O)CO3)CC1,,,,,,,,,,,,,0.0,0.0,,,,
CSc1ccccc1NC(=O)CSCc1ccc(C)cc1,,,,,,,,,,,,1.0,1.0,0.0,,,,
CSc1cnc(C)cn1,,,,,,,,,,,,,,,0.0,0.0,,
CSc1cnccn1,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,
CSc1n[nH]c(-c2sccc2OCc2ccc(C)cc2)n1,,,,,,,,,,,,1.0,0.0,,,,,
CSc1nc(-c2cc(OCCN3CCCC3)c(Cl)cc2Cl)c2c(C#N)c[nH]c2n1,,,1.0,,,,,,,,,,,,,,,
CSc1nc(-c2ccc(C)cc2)[nH]c1S(=O)(=O)c1ccccc1,,,,,,,,,,,,,0.0,1.0,,,,
CSc1nc(-c2ccc(C)cc2)nc(C(Cl)Cl)n1,,,,,,,,,,,,0.0,0.0,0.0,,,,
CSc1nc(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2)n1,,1.0,,,,,,,,,,,,,,,,
CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(C)=O)c2)n1C,,,0.0,,,,,,,,,,,,,,,
CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Nc3ccccc3)c2)[nH]1,,,1.0,,,,,,,,,,,,,,,
CSc1nc(-c2ccccc2)nn1C(=O)c1ccccc1,,,,,,,,,,,,,0.0,0.0,,,,
CSc1nc(-c2ccccc2Cl)c2c(n1)N(c1c(Cl)cccc1Cl)C(=O)NC2,,,1.0,,,,,,,,,,,,,,,
CSc1nc(C(C)(C)C)nn1C(=O)N(C)C,,1.0,,,,,,,,,,,,,,,,
CSc1nc(C)c(CCOC(=O)c2cccc(C)c2)c(=O)[nH]1,,,,,,,,,,,,,0.0,0.0,,,,
CSc1nc(C)c(CCOC(=O)c2ccccc2)c(=O)[nH]1,,,,,,,,,,,,,0.0,0.0,,,,
CSc1nc(C)c2c(n1)N(c1ccc(C(C)C)cc1)CC2,,,,,,,,,,,,,0.0,0.0,,,,
CSc1nc(C)c2c(n1)N(c1ccc(C(F)(F)F)cc1)CC2,,,,,,,,,,,,0.0,0.0,0.0,,,,
CSc1nc(C)cc(C(=O)NCCN2CCN(c3cccc(C)c3C)CC2)n1,,,0.0,,,,,,,,,,,,,,,
CSc1nc(C)cc(C(=O)NCCN2CCN(c3cccc(C)c3C)CC2)n1.Cl,,,0.0,,,,,,,,,,,,,,,
CSc1nc(C)cc(Nc2ccc(O)c(CN3CCCCC3)c2)n1,,,,,,,,,,,,0.0,,0.0,,,,
CSc1nc(C)cc(Nc2ccc(O)c(CN3CCOCC3)c2)n1,,,,,,,,,,,,0.0,0.0,0.0,,,,
CSc1nc(C)cc(SC(C(C)=O)C(=O)Nc2ccccc2)n1,,,,,,,,,,,,,0.0,,,,,
CSc1nc(C2CC2)cc(-c2cccs2)c1C#N,,,,,,,,,,,,,0.0,0.0,,,,
CSc1nc(Cl)c(C#N)c(-c2ccc(C)cc2)n1,,,,,,,,,,,,1.0,0.0,0.0,,,,
CSc1nc(Cl)cc(N(CCO)CCO)n1,,,,,,,,,,,,,0.0,0.0,,,,
CSc1nc(N)c2ncn([C@@H]3O[C@@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]3O)c2n1.[Na+].[Na+].[Na+],,,,,,,,,,,,0.0,0.0,0.0,,,,
CSc1nc(N)c2ncn([C@H]3O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@@H]3O)c2n1,,,,,,,,,,,,0.0,0.0,0.0,,,,
CSc1nc(N)nc(-c2cccs2)c1C#N,,,,,,,,,,,,1.0,0.0,,,,,
CSc1nc(N)nc(SCC(=O)Nc2ccc(Cl)cc2)c1C#N,,,,,,,,,,,,1.0,1.0,0.0,,,,
CSc1nc(N2C[C@@H]3[C@H](C2)[C@H]3C(=O)O)ccc1C(=O)NC12CC3CC(CC(C3)C1)C2,,,0.0,,,,,,,,,,,,,,,
CSc1nc(N=[N+]=[N-])nc(NC(C)C)n1,,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0,0.0,,
CSc1nc(NC(C)C)nc(NC(C)C)n1,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0
CSc1nc(NC2CC2)nc(NC(C)(C)C)n1,,,,1.0,,0.0,0.0,,,1.0,0.0,,,,0.0,0.0,0.0,0.0
CSc1nc(NC2CCCC2)c([N+](=O)[O-])c(NC2CCCC2)n1,,,,,,,,,,,,1.0,0.0,0.0,,,,
CSc1nc(O)c(Cc2ccccc2)c(=O)[nH]1,,,,,,,,,,,,0.0,0.0,0.0,,,,
CSc1nc(Oc2ccc(=O)[nH]n2)nc(N(C)C)n1,,,,,,,,,,,,0.0,0.0,0.0,,,,
CSc1nc(Oc2ccc(F)cc2)c2ccccc2n1,,,,,,,,,,,,,0.0,0.0,,,,
CSc1nc(Sc2cccc(Cl)c2)c2ccccc2n1,,,,,,,,,,,,1.0,0.0,,,,,
CSc1nc2c(c(=O)[nH]1)C(c1ccncc1)C(C(=O)OC(C)C)=C(C)N2,,,,,,,,,,,,1.0,0.0,1.0,,,,
CSc1nc2c(c(C(F)(F)F)n1)CC(C)CC2,,,,,,,,,,,,0.0,0.0,0.0,,,,
CSc1nc2cc(Cl)c(Oc3cccc(Cl)c3Cl)cc2[nH]1,,,,,1.0,,,,,1.0,,,,,1.0,0.0,,
CSc1nc2cc(S(=O)(=O)N3CCCCC3)ccc2s1,,,,,,,,,,,,0.0,0.0,,,,,
CSc1nc2ccc3nc(NC(=O)c4cccs4)sc3c2s1,,,,,,,,,,,,,0.0,,,,,
CSc1nc2ccccc2cc1/C=C(\C#N)c1ccc(Cl)cc1Cl,,,,,,,,,,,,1.0,,0.0,,,,
CSc1nc2ccccc2cc1/C=C(\C#N)c1cccc(Cl)c1,,,,,,,,,,,,,0.0,,,,,
CSc1nc2ccccc2cc1/C=C(\C#N)c1ccccc1,,,,,,,,,,,,1.0,0.0,,,,,
CSc1nc2n(n1)C(c1cc(Br)ccc1F)C(C(=O)N(C)C)=C(C)N2,,,,,,,,,,,,1.0,0.0,,,,,
CSc1nc2n(n1)C(c1cccc(F)c1)C(C(=O)Nc1ccc(C)cc1C)=C(C)N2,,,,,,,,,,,,,0.0,,,,,
CSc1nc2nc3c(c(=O)n2[nH]1)CN(Cc1ccccc1)CC3,,,,,,,,,,,,,0.0,,,,,
CSc1ncc(C(=O)O)c(C)n1,,,,,,,,,,,,0.0,0.0,0.0,,,,
CSc1ncc([C@]2(O)CC[C@H](N3CC(NC(=O)CNC(=O)c4cccc(C(F)(F)F)c4)C3)CC2)s1,,,1.0,,,,,,,,,,,,,,,
CSc1ncccc1C(=O)N1CCC(NCc2cncn2Cc2ccc(C#N)cc2)C1,,,1.0,,,,,,,,,,,,,,,
CSc1ncccc1C(=O)N1CCC([N+]Cc2cncn2Cc2ccc(C#N)cc2)C1=O,,,1.0,,,,,,,,,,,,,,,
CSc1ncccc1C(=O)N1CC[C@@H]([NH2+]Cc2cncn2Cc2ccc(C#N)cc2)C1=O,,,1.0,,,,,,,,,,,,,,,
CSc1ncccc1C(=O)N1CC[C@H](NCc2cncn2Cc2ccc(C#N)cc2)C1=O,,,1.0,,,,,,,,,,,,,,,
CSc1ncnc2c1ncn2CC(O)CN=[N+]=[N-],1.0,,,,,,,,,,,,,,,,,
CSc1ncnc2c1ncn2[C@@H]1O[C@@H](CO)[C@H](O)O[C@@H]1O,,,,,,,,,,,,0.0,0.0,0.0,,,,
CSc1nn(-c2ccccc2)c2cc(NC(=O)C3CCNCC3)ccc12,,,1.0,,,,,,,,,,,,,,,
CSc1nn2c(N3CCNCC3)c3c(nc2c1S(=O)(=O)c1ccccc1)CCC3,,,1.0,,,,,,,,,,,,,,,
CSc1nn2c3c(c(C)nc2c1S(=O)(=O)c1ccccc1)CCCC3,,,1.0,,,,,,,,,,,,,,,
CSc1nnc(-c2cc3c(-c4ccccc4)nn(C)c3s2)n1C,,,,,,,,,,,,,0.0,,,,,
CSc1nnc(-c2ccc(Cl)cc2Cl)o1,,,,,,,,,,,,0.0,0.0,0.0,,,,
CSc1nnc(-c2sc(-c3ccccc3)nc2C)n1C,,,,,,,,,,,,,0.0,0.0,,,,
CSc1nnc(-c2sccc2OCc2ccccc2)n1C,,,,,,,,,,,,1.0,0.0,0.0,,,,
CSc1nnc(C(C)(C)C)c(=O)[nH]1,,,,,,,,,,,,,,,,,0.0,0.0
CSc1nnc(C(C)(C)C)c(=O)n1N,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0
CSc1nnc(C2(C)CC2(Cl)Cl)c(=O)n1N,,0.0,,,,,,,,,,,,,,,,
CSc1nnc2c(n1)OC(C)N(C(=O)c1ccccc1)c1ccccc1-2,,,,,,,,,,,,,0.0,0.0,,,,
CSc1nncc(-c2ccc(F)c(F)c2)n1,,,,,,,,,,,,,0.0,0.0,,,,
CSc1nncc(/C(C)=N\Nc2ccccc2)n1,,,,,,,,,,,,1.0,0.0,,,,,
CSc1nncn1/N=C/c1ccc2c(c1)OCO2,,,,,,,,,,,,0.0,,1.0,,,,
CSc1nnnc2ccccc12,,,,,,,,,,,,0.0,0.0,0.0,,,,
CSc1nsc(/C=C/Nc2ccc(Cl)cc2)c1C#N,,,,,,,,,,,,1.0,0.0,1.0,,,,
CSc1nsc(SC)c1C(=O)Nc1ccc(C)cc1,,,,,,,,,,,,,1.0,1.0,,,,
CSc1nsc(SC)c1NC(=O)Nc1ccccn1,,,,,,,,,,,,,0.0,0.0,,,,
CSc1nsc(SC)c1NC(=O)OCC1CCCO1,,,,,,,,,,,,0.0,0.0,0.0,,,,
CSc1nsc(SC)c1NC(=O)OCc1ccccc1,,,,,,,,,,,,1.0,,1.0,,,,
CSc1nsc(SCc2ccc(Cl)cc2)n1,,,,,,,,,,,,1.0,0.0,0.0,,,,
CSc1sc(C(=N)N)cc1S(=O)(=O)c1cccc(-c2c(C)cccc2NC(=O)CCCS(C)(=O)=O)c1,,,1.0,,,,,,,,,,,,,,,
CSc1sc(C(=N)N)cc1S(=O)(=O)c1cccc(-c2c(C)cccc2NC(=O)CS(C)(=O)=O)c1,,,1.0,,,,,,,,,,,,,,,
CSc1sc(C(=N)N)cc1S(=O)(=O)c1cccc(-c2cc(C)ccc2NC(=O)CCCCC(=O)O)c1,,,1.0,,,,,,,,,,,,,,,
CSc1sc(C(=N)N)cc1S(=O)(=O)c1cccc(-c2cc(C)ccc2NC(=O)NCCCCCC(=O)O)c1,,,1.0,,,,,,,,,,,,,,,
CSc1sc(C(=N)N)cc1S(=O)(=O)c1cccc(-c2cccc(C)n2)c1,,,1.0,,,,,,,,,,,,,,,
C[As+](C)(C)CC(=O)[O-],,,,,,,,,,,,,,,,,0.0,0.0
C[As+](C)(c1ccc(Br)c([N+](=O)[O-])c1)c1ccc(Br)c([N+](=O)[O-])c1.O=[N+]([O-])O,,,,,,,,,,,,0.0,,0.0,,,,
C[As](C)(=O)O,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.0,0.0,0.0,0.0
C[C@@H](/C=C\c1cccc(Oc2ccc(F)cc2)c1)N(O)C(N)=O,,,,,,,,,,,,,,1.0,,,,
C[C@@H](Br)CBr,1.0,,,,,,,,,,,,,,,,,
C[C@@H](C#N)CCC#N,1.0,,,,,,,,,,,,,,,,,
C[C@@H](C(=O)Cc1ccc2ccccc2c1)[C@@H]1C[C@@]1(C)[C@@H](NP(=O)(c1ccccc1)c1ccccc1)c1ccccc1,,,,,,,,,,,,1.0,0.0,1.0,,,,
C[C@@H](C(=O)NCC1CC1)[C@@H]1C[C@@]1(C)[C@@H](NC(=O)OCc1ccccc1)c1ccccc1,,,,,,,,,,,,1.0,1.0,1.0,,,,
C[C@@H](C(=O)NCC1CC1)[C@H]1C[C@]1(C)[C@H](NC(=O)OCc1ccccc1)c1ccccc1,,,,,,,,,,,,1.0,1.0,1.0,,,,
C[C@@H](C(=O)NCCF)[C@H]1C[C@]1(C)[C@H](NC(=O)OCc1ccccc1)c1ccccc1,,,,,,,,,,,,,1.0,1.0,,,,
C[C@@H](C(=O)NCCc1c[nH]c2ccccc12)[C@@H]1C[C@@]1(C)[C@@H](NC(=O)OCc1ccccc1)c1ccccc1,,,,,,,,,,,,1.0,,1.0,,,,
C[C@@H](C(=O)NCCc1c[nH]c2ccccc12)[C@H]1C[C@]1(C)[C@H](NC(=O)OCc1ccccc1)c1ccccc1,,,,,,,,,,,,1.0,1.0,1.0,,,,
C[C@@H](C(=O)NCc1ccc(C(F)(F)F)nc1)[C@H]1C[C@]1(C)[C@H](NC(=O)OCc1ccccc1)c1ccccc1,,,,,,,,,,,,1.0,1.0,1.0,,,,
C[C@@H](C(=O)NCc1ccc(S(C)(=O)=O)cc1)[C@@H]1C[C@@]1(C)[C@@H](NC(=O)OCc1ccccc1)c1ccccc1,,,,,,,,,,,,,,1.0,,,,
C[C@@H](C(=O)NCc1ccc(S(C)(=O)=O)cc1)[C@H]1C[C@]1(C)[C@H](NC(=O)OCc1ccccc1)c1ccccc1,,,,,,,,,,,,1.0,1.0,1.0,,,,
C[C@@H](C(=O)NCc1cccc2ccccc12)[C@H]1C[C@]1(C)[C@H](NC(=O)OCc1ccccc1)c1ccccc1,,,,,,,,,,,,1.0,0.0,1.0,,,,
C[C@@H](C(=O)NCc1ccccc1)[C@@H]1C[C@@]1(C)[C@@H](NC(=O)OCc1ccccc1)c1ccccc1,,,,,,,,,,,,1.0,,1.0,,,,
C[C@@H](C(=O)NCc1ccccc1)[C@H]1C[C@]1(C)[C@H](NC(=O)OCc1ccccc1)c1ccccc1,,,,,,,,,,,,1.0,1.0,1.0,,,,
C[C@@H](C(=O)NCc1ccccn1)[C@@H]1C[C@@]1(C)[C@@H](NC(=O)OCc1ccccc1)c1ccccc1,,,,,,,,,,,,,1.0,1.0,,,,
C[C@@H](C(=O)NCc1ccccn1)[C@H]1C[C@]1(C)[C@H](NC(=O)OCc1ccccc1)c1ccccc1,,,,,,,,,,,,1.0,1.0,1.0,,,,
C[C@@H](C(=O)NCc1nc2ccccc2[nH]1)[C@@H]1C[C@@]1(C)[C@@H](NC(=O)OCc1ccccc1)c1ccccc1,,,,,,,,,,,,1.0,,1.0,,,,
C[C@@H](C(=O)N[C@@H](CO)Cc1ccccc1)[C@@H]1C[C@@]1(C)[C@@H](NC(=O)OCc1ccccc1)c1ccccc1,,,,,,,,,,,,1.0,,1.0,,,,
C[C@@H](C(=O)N[C@@H](CO)Cc1ccccc1)[C@H]1C[C@]1(C)[C@H](NC(=O)OCc1ccccc1)c1ccccc1,,,,,,,,,,,,1.0,1.0,1.0,,,,
C[C@@H](C(=O)Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1)n1ncccc1=O,,,0.0,,,,,,,,,,,,,,,
C[C@@H](C(=O)Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3cccnc3)N2)cc1)n1ncccc1=O,,,0.0,,,,,,,,,,,,,,,
C[C@@H](C(=O)Nc1ccc2ccccc2c1)[C@@H]1C[C@@]1(C)[C@@H](N)c1ccccc1,,,,,,,,,,,,,1.0,1.0,,,,
C[C@@H](C(=O)Nc1ccc2ccccc2c1)[C@@H]1C[C@@]1(C)[C@@H](NC(=O)OCc1ccccc1)c1ccccc1,,,,,,,,,,,,0.0,,1.0,,,,
C[C@@H](C(=O)Nc1ccc2ccccc2c1)[C@@H]1C[C@@]1(C)[C@@H](NC(=O)Oc1ccc(F)cc1)c1ccccc1,,,,,,,,,,,,,0.0,,,,,
C[C@@H](C(=O)Nc1ccc2ccccc2c1)[C@@H]1C[C@@]1(C)[C@@H](NC(=O)c1ccccc1)c1ccccc1,,,,,,,,,,,,1.0,0.0,1.0,,,,
C[C@@H](C(=O)Nc1ccc2ccccc2c1)[C@@H]1C[C@@]1(C)[C@@H](NC(=O)c1cccnc1)c1ccccc1,,,,,,,,,,,,1.0,0.0,1.0,,,,
C[C@@H](C(=O)Nc1ccc2ccccc2c1)[C@@H]1C[C@@]1(C)[C@@H](NC(=O)c1ccncc1Cl)c1ccccc1,,,,,,,,,,,,,1.0,1.0,,,,
C[C@@H](C(=O)Nc1ccc2ccccc2c1)[C@@H]1C[C@@]1(C)[C@@H](NC(=O)c1cnccn1)c1ccccc1,,,,,,,,,,,,1.0,0.0,1.0,,,,
C[C@@H](C(=O)Nc1ccc2ccccc2c1)[C@@H]1C[C@@]1(C)[C@@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)c1ccccc1,,,,,,,,,,,,0.0,0.0,0.0,,,,
C[C@@H](C(=O)Nc1ccc2ccccc2c1)[C@@H]1C[C@@]1(C)[C@@H](NS(=O)(=O)c1ccc2ccccc2c1)c1ccccc1,,,,,,,,,,,,,0.0,,,,,
C[C@@H](C(=O)Nc1ccc2ccccc2c1)[C@@H]1C[C@@]1(C)[C@@H](NS(=O)(=O)c1ccccc1)c1ccccc1,,,,,,,,,,,,0.0,0.0,1.0,,,,
C[C@@H](C(=O)Nc1ccc2ccccc2c1)[C@H]1C[C@]1(C)[C@H](NC(=O)OCc1ccccc1)c1ccccc1,,,,,,,,,,,,1.0,,1.0,,,,
C[C@@H](C(=O)Nc1ccc2ccccc2c1)[C@H]1C[C@]1(C)[C@H](NC(=O)Oc1ccc(F)cc1)c1ccccc1,,,,,,,,,,,,,1.0,1.0,,,,
C[C@@H](C(=O)Nc1ccc2ccccc2c1)[C@H]1C[C@]1(C)[C@H](NC(=O)c1ccccc1)c1ccccc1,,,,,,,,,,,,1.0,1.0,,,,,
C[C@@H](C(=O)Nc1ccc2ccccc2c1)[C@H]1C[C@]1(C)[C@H](NC(=O)c1cccnc1)c1ccccc1,,,,,,,,,,,,1.0,1.0,1.0,,,,
C[C@@H](C(=O)Nc1ccc2ccccc2c1)[C@H]1C[C@]1(C)[C@H](NC(=O)c1cnccn1)c1ccccc1,,,,,,,,,,,,1.0,1.0,1.0,,,,
C[C@@H](C(=O)Nc1ccc2ccccc2c1)[C@H]1C[C@]1(C)[C@H](NP(=O)(c1ccccc1)c1ccccc1)c1ccccc1,,,,,,,,,,,,1.0,1.0,1.0,,,,
C[C@@H](C(=O)Nc1ccc2ccccc2c1)[C@H]1C[C@]1(C)[C@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)c1ccccc1,,,,,,,,,,,,,1.0,1.0,,,,
C[C@@H](C(=O)Nc1ccc2ccccc2c1)[C@H]1C[C@]1(C)[C@H](NS(=O)(=O)c1ccc2ccccc2c1)c1ccccc1,,,,,,,,,,,,0.0,1.0,1.0,,,,
C[C@@H](C(=O)Nc1ccc2ccccc2c1)[C@H]1C[C@]1(C)[C@H](NS(=O)(=O)c1ccccc1)c1ccccc1,,,,,,,,,,,,1.0,1.0,1.0,,,,
C[C@@H](C(=O)O)/C(=C/c1ccc2c(c1)OCO2)C(=O)O,,,,,,,,,,,,1.0,0.0,,,,,
C[C@@H](C(=O)O)[C@@H]1C[C@@]1(C)[C@@H](NC(=O)OCc1ccccc1)c1ccccc1,,,,,,,,,,,,,0.0,,,,,
C[C@@H](C(=O)O)[C@H]1C[C@]1(C)[C@H](NC(=O)OCc1ccccc1)c1ccccc1,,,,,,,,,,,,1.0,0.0,,,,,
C[C@@H](C(=O)O)c1ccc(-c2ccccc2)c(F)c1,,,,,,,,,,,,1.0,,,,,,
C[C@@H](C(=O)O)c1ccc(C(=O)c2cccs2)cc1,,,,,,,,,,,,,0.0,0.0,,,,
C[C@@H](C(=O)O)c1ccc(C[C@@H]2CCCC2=O)cc1,,,,,,,,,,,,0.0,0.0,0.0,,,,
C[C@@H](C(=O)OC1C[C@H]2CC[C@@H](C1)N2C)c1ccc(Br)cc1,,,,,,,,,,,,0.0,1.0,0.0,,,,
C[C@@H](C1=C(CCN(C)C)Cc2ccccc21)c1ccccn1,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,
C[C@@H](C1=C(CCN(C)C)Cc2ccccc21)c1ccccn1.O=C(O)/C=C\C(=O)O,,,,,,,,,,,,,,,0.0,0.0,,
C[C@@H](C1CCC(N(C)C(=O)C2CC2)CC1)[C@H](N)C(=O)N1CC[C@H](F)C1.Cl,,,0.0,,,,,,,,,,,,,,,
C[C@@H](C1CCC(N(C)C(=O)C2CC2)CC1)[C@H]([NH3+])C(=O)N1CC[C@H](F)C1,,,0.0,,,,,,,,,,,,,,,
C[C@@H](C1CCC(N(C)C(=O)c2cccc(F)c2)CC1)[C@H](N)C(=O)N1CC[C@H](F)C1.Cl,,,0.0,,,,,,,,,,,,,,,
C[C@@H](C1CCC(N(C)C(=O)c2cccc(F)c2)CC1)[C@H]([NH3+])C(=O)N1CC[C@H](F)C1,,,0.0,,,,,,,,,,,,,,,
C[C@@H](CC(=O)O)C(=O)O,0.0,,,,,,,,,,,,,,,,,
C[C@@H](CC(=O)O)[C@@H](N)C(=O)O,,,,,,,,,,,,0.0,0.0,0.0,,,,
C[C@@H](CCC(=O)O)C(=O)O,,,,,,,,,,,,0.0,0.0,0.0,,,,
C[C@@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,0.0,,,,,,,,,,,,,,,,,
C[C@@H](CCCCC(=O)Nc1ccc(C(F)(F)F)cc1)NCCc1cnc[nH]1,,,,,,,,,,,,1.0,1.0,1.0,,,,
C[C@@H](CCC[C@@H]1SC[C@H]2NC(=O)N[C@H]12)C(=O)O,,,,,,,,,,,,0.0,0.0,0.0,,,,
C[C@@H](CCN(C)C)N(C)C,0.0,,,,,,,,,,,,,,,,,
C[C@@H](CN(C)C)CN1c2ccccc2Sc2ccc(C#N)cc21,,,1.0,,,,,,,,,,,,,,,
C[C@@H](CN(C)C)CN1c2ccccc2Sc2ccccc21.C[C@@H](CN(C)C)CN1c2ccccc2Sc2ccccc21,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,
C[C@@H](CN(C)C)CN1c2ccccc2Sc2ccccc21.C[C@@H](CN(C)C)CN1c2ccccc2Sc2ccccc21.O=C(O)[C@@H](O)[C@@H](O)C(=O)O,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,,
C[C@@H](CN(C)C)[C@](C)(O)Cc1ccc(Cl)cc1,,,1.0,,,,,,,,,,,,,,,
C[C@@H](CN)CC(=O)O.C[C@@H](CN)CC(=O)O.O=S(=O)(O)c1cccc2c(S(=O)(=O)O)cccc12,,,,,,,,,,,,0.0,0.0,0.0,,,,
C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,,,,,,,,0.0,0.0,,,,,,0.0,0.0,,
C[C@@H](CN1CCC(Cc2ccccc2)CC1)[C@@H](O)c1ccc(O)cc1,,,,,,,,,,,,0.0,0.0,0.0,,,,
C[C@@H](CN1CCC(Cc2ccccc2)CC1)[C@H](O)c1ccc(O)cc1,,,,,,,,,,,,0.0,1.0,,,,,
C[C@@H](CN1c2ccccc2Sc2ccccc21)N(C)C,0.0,,,,,,,,,,,,,,,,,
C[C@@H](CNC(N)=O)NC(N)=O,,,,,,,,,,,,0.0,0.0,0.0,,,,
C[C@@H](CNC1CCCCC1)OC(=O)c1ccccc1,,,,,,,,,,,,0.0,1.0,0.0,,,,
C[C@@H](CNCc1ccccc1)N1C[C@H](CCCNC(=N)N)N(CCc2cccc(F)c2)C1=S,,,0.0,,,,,,,,,,,,,,,
C[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,,,,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,0.0,,
C[C@@H](CO)OC[C@H](Oc1ncnc2c1cnn2-c1ncccc1Cl)C(=O)Nc1ccc(C#N)cn1,,,0.0,,,,,,,,,,,,,,,
C[C@@H](CO)OC[C@H](Oc1ncnc2c1cnn2-c1ncccc1Cl)C(=O)Nc1ccc(Cl)cn1,,,0.0,,,,,,,,,,,,,,,
C[C@@H](CO)OC[C@H](Oc1ncnc2c1cnn2-c1ncccc1Cl)C(=O)Nc1ccc(F)cn1,,,0.0,,,,,,,,,,,,,,,
C[C@@H](CO)Oc1cc(Oc2ccc(C(=O)N(C)C)cc2)cc(C(=O)Nc2ccn(C)n2)c1,,,0.0,,,,,,,,,,,,,,,
C[C@@H](CO)Oc1cc(Oc2ccc(C(=O)N3CCC3)cc2)cc(C(=O)Nc2cc[nH]n2)c1,,,0.0,,,,,,,,,,,,,,,
C[C@@H](CO)Oc1cc(Oc2ccc(C(=O)N3CCC3)cc2)cc(C(=O)Nc2ccn(C)n2)c1,,,0.0,,,,,,,,,,,,,,,
C[C@@H](CO)Oc1cc(Oc2ccc(C(=O)N3CCC3)cc2)cc(C(=O)Nc2nccs2)c1,,,1.0,,,,,,,,,,,,,,,
C[C@@H](CS(=O)(=O)Cc1ccccc1)C(N)=O,,,,,,,,,,,,0.0,0.0,0.0,,,,
C[C@@H](CSC(=N)N)C(N)=O,,,,,,,,,,,,0.0,0.0,0.0,,,,
C[C@@H](CSC(=O)c1ccccc1)C(=O)N1C[C@@H](Sc2ccccc2)C[C@H]1C(=O)O,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
C[C@@H](C[C@@H](CS(=O)(=O)N1CCC(OCc2ccc(Cl)cc2Cl)CC1)N(O)C=O)c1ncc(F)cn1,,,1.0,,,,,,,,,,,,,,,
C[C@@H](C[C@@H](CS(=O)(=O)N1CCN(c2ccc(F)cc2)CC1)N(O)C=O)c1ncc(F)cn1,,,0.0,,,,,,,,,,,,,,,
